School name,Region,District,Adress,Number students,Number teachers,Student teacher ratio,2010 - Type,2010 Cost,2011 Type,2011 Cost,2012 Type,2012 Cost,2013 Type,2013 Cost,2014 Type,2014 Cost
სსიპ - დუშეთის მუნიციპალიტეტის სოფელ ჭართლის საჯარო სკოლა,მცხეთა-მთიანეთი,დუშეთი,სოფ. ჭართალი,63,20,3.15,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - დუშეთის მუნიციპალიტეტის სოფელ ჭილურტის საჯარო სკოლა,მცხეთა-მთიანეთი,დუშეთი,სოფ. ჭილურტი,39,23,1.7,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""50,290.14""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""50,290.14""]"
სსიპ - დუშეთის მუნიციპალიტეტის სოფელ ჭოპორტის საჯარო სკოლა,მცხეთა-მთიანეთი,დუშეთი,სოფ. ჭოპორტი,94,19,4.95,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - დუშეთის მუნიციპალიტეტის სოფელ ხანდოს საჯარო სკოლა,მცხეთა-მთიანეთი,დუშეთი,სოფ. ხანდო,0,0,NaN,რეაბილიტაცია (აღმ),"[""სახელშეკრულებო თანხა"", "" 19,218.20 ""]",,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 44,338.00 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 44,338.00 ""]"
სსიპ - ვაჟა-ფშაველას სახელობის ქალაქ დუშეთის №1 საჯარო სკოლა,მცხეთა-მთიანეთი,დუშეთი,"ქ. დუშეთი, სტალინის ქ. 45",466,54,8.63,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 40,117.00 ""]",მომავლის კლასი,"["" თანხა "", ""29,128.60""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,431.35 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,431.35 ""]"
სსიპ - ქალაქ დუშეთის №2 საჯარო სკოლა,მცხეთა-მთიანეთი,დუშეთი,"ქ. დუშეთი, სტალინის ქ. 84",577,54,10.69,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 125,451.00 ""]",რეაბილიტაცია,"["" თანხა "", ""4,926.30""]",,,,
სსიპ - დაბა თიანეთის №1 საჯარო სკოლა,მცხეთა-მთიანეთი,თიანეთი,"თიანეთი, რუსთაველის 53",289,30,9.63,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 40,117.00 ""]",მომავლის კლასი,"["" თანხა "", ""29,128.60""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,431.35 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,431.35 ""]"
სსიპ - დაბა თიანეთის №2 საჯარო სკოლა,მცხეთა-მთიანეთი,თიანეთი,"თიანეთი, ლაშარის 67",115,21,5.48,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 125,451.00 ""]",რეაბილიტაცია,"["" თანხა "", ""4,926.30""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 36,111.66 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 36,111.66 ""]"
სსიპ - თიანეთის მუნიციპალიტეტის დაბა სიონის საჯარო სკოლა,მცხეთა-მთიანეთი,თიანეთი,დაბა  სიონი,64,19,3.37,რეაბილიტაცია (დას),"[""სახელშეკრულებო თანხა"", "" 67,143.60 ""]",,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 20,204.73 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 20,204.73 ""]"
სსიპ - თიანეთის მუნიციპალიტეტის სოფელ ახალსოფლის საჯარო სკოლა,მცხეთა-მთიანეთი,თიანეთი,სოფ. ახალსოფელი,63,22,2.86,რეაბილიტაცია (აღმ),"[""სახელშეკრულებო თანხა"", "" 30,794.70 ""]",,,რეაბილიტაცია,"["" თანხა "", ""53,141.56""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 57,723.54 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 57,723.54 ""]"
სსიპ - თიანეთის მუნიციპალიტეტის სოფელ ბოჭორმის საჯარო სკოლა,მცხეთა-მთიანეთი,თიანეთი,სოფ. ბოჭორმა,3,7,0.43,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 9,629.51 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 9,629.51 ""]"
სსიპ - თიანეთის მუნიციპალიტეტის სოფელ ზარიძეების საჯარო სკოლა,მცხეთა-მთიანეთი,თიანეთი,სოფ. ზარიძეები,77,21,3.67,რეაბილიტაცია (აღმ),"[""სახელშეკრულებო თანხა"", "" 29,912.00 ""]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 14,653.61 ""]",რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 23,744.09 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 23,744.09 ""]"
სსიპ - თიანეთის მუნიციპალიტეტის სოფელ ნაქალაქარის საჯარო სკოლა,მცხეთა-მთიანეთი,თიანეთი,სოფ.  ნაქალაქარი,68,19,3.58,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - თიანეთის მუნიციპალიტეტის სოფელ ჟებოტის საჯარო სკოლა,მცხეთა-მთიანეთი,თიანეთი,სოფ. ჟებოტი,95,18,5.28,,,რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 20,100.00 ""]",რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - თიანეთის მუნიციპალიტეტის სოფელ სიმონიანთხევის საჯარო სკოლა,მცხეთა-მთიანეთი,თიანეთი,სოფ. სიმონიანთხევი,90,25,3.6,,,რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 47,444.00 ""]",რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 51,161.00 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 51,161.00 ""]"
სსიპ - თიანეთის მუნიციპალიტეტის სოფელ ტუშურების საჯარო სკოლა,მცხეთა-მთიანეთი,თიანეთი,სოფ. ტუშურები,65,22,2.95,,,რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 9,318.82 ""]",რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 67,629.44 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 67,629.44 ""]"
სსიპ - თიანეთის მუნიციპალიტეტის სოფელ ღულელების საჯარო სკოლა,მცხეთა-მთიანეთი,თიანეთი,სოფ. ღულელები,66,28,2.36,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 62,621.10 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 62,621.10 ""]"
სსიპ - თიანეთის მუნიციპალიტეტის სოფელ ჩეკურაანთგორის საჯარო სკოლა,მცხეთა-მთიანეთი,თიანეთი,სოფ. ჩეკურაანთგორი,2,3,0.67,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - თიანეთის მუნიციპალიტეტის სოფელ ხევსურთსოფლის საჯარო სკოლა,მცხეთა-მთიანეთი,თიანეთი,სოფ. ხევთურსოფელი,90,22,4.09,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
ა(ა)იპ მცხეთის წმინდა ათორმეტ მოციქულთა სახელობის მართლმადიდებლური საშუალო სკოლა,მცხეთა-მთიანეთი,მცხეთა,"მცხეთის რაიონი, წერეთლის ქ. №27",197,25,7.88,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ ახალდაბის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი ახალდაბა,77,20,3.85,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",გათბობის სისტემის რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 6,980.54        ""]",გათბობის სისტემის რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 6,980.54        ""]"
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ ბიწმენდის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი ბიწმენდი,46,18,2.56,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ გალავნის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფ. გალავანი,245,24,10.21,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 21,465.42 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 21,465.42 ""]"
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ ერედის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი ერედი,67,21,3.19,რეაბილიტაცია (აღმ),"[""სახელშეკრულებო თანხა"", "" 72,990.80 ""]",,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ ვაზიანის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფ. ვაზიანი,77,18,4.28,ტექ. პირ.უზრ.,"[""სახელშეკრულებო თანხა"", nil]",წყალგაყვანილობა–კანალიზაცია,"[""სახელშეკრულებო თანხა"", "" 41,700.00 ""]",რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""36430.94""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""36430.94""]"
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ მისაქციელის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფ. მისაქციელი,413,40,10.33,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""23952.14""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""23952.14""]"
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ მსხალდიდის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი მსხალდიდი,67,14,4.79,რეაბილიტაცია (აღმ),"[""სახელშეკრულებო თანხა"", "" 1,897.50 ""]",,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ მუხრანის №3 საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი მუხრანი,57,17,3.35,,,რეაბილიტაციის დასრულება,"[""სახელშეკრულებო თანხა"", "" 146,957.70 ""]",რეაბილიტაცია (გზისპირა),"["" თანხა "", ""59,202.26""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""8354.8""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""8354.8""]"
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ ნავაზის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი ნავაზი,52,17,3.06,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""19889.63""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""19889.63""]"
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ ნატახტრის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი ნატახტარი,77,17,4.53,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ ნიჩბისის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფ. ნიჩბისი,222,21,10.57,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ პატარა ქანდის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი პატარა ქანდა,99,18,5.5,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",გაზიფიცირება,"["" ხელშეკრულების თანხა "", "" 2,198.00 ""]",გაზიფიცირება,"["" ხელშეკრულების თანხა "", "" 2,198.00 ""]"
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ საგურამოს საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი საგურამო,237,30,7.9,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""64515.24""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""64515.24""]"
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ ქსნის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი ქსანი,195,20,9.75,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""63793.87""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""63793.87""]"
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ ქსოვრისის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი ქსოვრისი,174,22,7.91,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""74887.1""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""74887.1""]"
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ ჩარდახის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი ჩარდახი,64,15,4.27,რეაბილიტაცია (აღმ),"[""სახელშეკრულებო თანხა"", "" 73,770.10 ""]",,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""22719.24""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""22719.24""]"
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ ციხისძირის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი ციხისძირი,376,31,12.13,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""47091.67""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""47091.67""]"
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ ძალისის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი ძალისი,264,30,8.8,რეაბილიტაცია (აღმ),"[""სახელშეკრულებო თანხა"", "" 20,276.60 ""]",,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""62380.29""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", ""62380.29""]"
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ ძეგვის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი ძეგვი,310,26,11.92,რეაბილიტაცია (აღმ),"[""სახელშეკრულებო თანხა"", "" 38,576.50 ""]",,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ ძველი ქანდის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი ძველი ქანდა,130,21,6.19,,,რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 48,909.00 ""]",რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",გაზიფიცირება,"["" ხელშეკრულების თანხა "", "" 7,526.00 ""]",გაზიფიცირება,"["" ხელშეკრულების თანხა "", "" 7,526.00 ""]"
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ წეროვნის №1 საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფ. წეროვანი,229,23,9.96,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 40,117.00 ""]",მომავლის კლასი,"["" თანხა "", ""29,128.60""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,431.35 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,431.35 ""]"
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ წეროვნის №2 საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი წეროვანი,121,22,5.5,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 125,451.00 ""]",რეაბილიტაცია,"["" თანხა "", ""4,926.30""]",,,,
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ წეროვნის №3 საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი წეროვანი,895,61,14.67,,,რეაბილიტაციის დასრულება,"[""სახელშეკრულებო თანხა"", "" 146,957.70 ""]",რეაბილიტაცია (გზისპირა),"["" თანხა "", ""59,202.26""]",,,,
სსიპ - მცხეთის მუნიციპალიტეტის სოფელ წილკნის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი წილკანი,285,30,9.5,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",მშენებლობა,"["" ხელშეკრულების თანხა "", "" 3,057,598.00 ""]",მშენებლობა,"["" ხელშეკრულების თანხა "", "" 3,057,598.00 ""]"
სსიპ - ნიკო ბაგრატიონის (ბურის) სახელობის მცხეთის მუნიციპალიტეტის სოფელ მუხრანის №1 საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფელი მუხრანი,723,64,11.3,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 40,117.00 ""]",მომავლის კლასი,"["" თანხა "", ""29,128.60""]",სტიქიის შედეგად მიყენებული დაზიანების რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 123,962.89        ""]",სტიქიის შედეგად მიყენებული დაზიანების რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 123,962.89        ""]"
სსიპ - ქალაქ მცხეთის №1 საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,"მცხეთა, აღმაშენებლის ქ. №71",527,43,12.26,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 40,117.00 ""]",მომავლის კლასი,"["" თანხა "", ""29,128.60""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,431.35 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,431.35 ""]"
სსიპ - ქალაქ მცხეთის №2 საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,"მცხეთა, შრომის ქ. №22",281,29,9.69,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 125,451.00 ""]",რეაბილიტაცია,"["" თანხა "", ""4,926.30""]",,,,
სსიპ - შმაგი გოგშელიძის სახელობის მცხეთის მუნიციპალიტეტის სოფელ ლისის საჯარო სკოლა,მცხეთა-მთიანეთი,მცხეთა,სოფ. ლისი,55,20,2.75,რეაბილიტაცია (აღმ),"[""სახელშეკრულებო თანხა"", "" 20,276.60 ""]",,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
ა(ა)იპ სტეფანწმინდის წმინდა ილია მართლის სახელობის გიმნაზია-პანსიონი,მცხეთა-მთიანეთი,ყაზბეგი,"ყაზბეგი, ტაბიძის ქ. №40",127,22,5.77,,,,,,,,,,
სსიპ - ყაზბეგის მუნიციპალიტეტის დაბა სტეფანწმინდის №1 საჯარო სკოლა,მცხეთა-მთიანეთი,ყაზბეგი,ყაზბეგი,95,22,4.32,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 40,117.00 ""]",მომავლის კლასი,"["" თანხა "", ""29,128.60""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,431.35 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,431.35 ""]"
სსიპ - ყაზბეგის მუნიციპალიტეტის სოფელ არშის საჯარო სკოლა,მცხეთა-მთიანეთი,ყაზბეგი,სოფელი არშა,82,21,3.9,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ყაზბეგის მუნიციპალიტეტის სოფელ გორისციხეს საჯარო სკოლა,მცხეთა-მთიანეთი,ყაზბეგი,სოფ.გორისციხე,39,14,2.79,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ყაზბეგის მუნიციპალიტეტის სოფელ გუდაურის საჯარო სკოლა,მცხეთა-მთიანეთი,ყაზბეგი,დაბა გუდაური,46,9,5.11,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ყაზბეგის მუნიციპალიტეტის სოფელ სიონის საჯარო სკოლა,მცხეთა-მთიანეთი,ყაზბეგი,სოფელი სიონი,101,19,5.32,რეაბილიტაცია (დას),"[""სახელშეკრულებო თანხა"", "" 67,143.60 ""]",,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 20,204.73 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 20,204.73 ""]"
სსიპ - ყაზბეგის მუნიციპალიტეტის სოფელ სნოს საჯარო სკოლა,მცხეთა-მთიანეთი,ყაზბეგი,სოფელი სნო,39,18,2.17,რეაბილიტაცია (აღმ),"[""სახელშეკრულებო თანხა"", "" 27,996.10 ""]",,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ყაზბეგის მუნიციპალიტეტის სოფელ ყანობის საჯარო სკოლა,მცხეთა-მთიანეთი,ყაზბეგი,სოფელი ყანობი,1,5,0.2,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ამბროლაურის მუნიციპალიტეტის სოფელ ბოსტანის საჯარო სკოლა,რაჭა-ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფელი ბოსტანა,10,15,0.67,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ამბროლაურის მუნიციპალიტეტის სოფელ ბუგეულის საჯარო სკოლა,რაჭა-ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფელი ბუგეული,76,19,4.0,რეაბილიტაცია (დას),"[""სახელშეკრულებო თანხა"", "" 30,231.50 ""]",,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ამბროლაურის მუნიციპალიტეტის სოფელ ველევის საჯარო სკოლა,რაჭა-ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფელი ველევი,8,9,0.89,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ამბროლაურის მუნიციპალიტეტის სოფელ თლუღის საჯარო სკოლა,რაჭა-ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფელი თლუღი,10,10,1.0,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ამბროლაურის მუნიციპალიტეტის სოფელ კვაცხუთის საჯარო სკოლა,რაჭა-ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფელი კვაცხუთი,33,15,2.2,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 24,397.24 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 24,397.24 ""]"
სსიპ - ამბროლაურის მუნიციპალიტეტის სოფელ ლიხეთის საჯარო სკოლა,რაჭა-ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფ ლიხეთი,31,17,1.82,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 34,678.99 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 34,678.99 ""]"
სსიპ - ამბროლაურის მუნიციპალიტეტის სოფელ ნამანევის საჯარო სკოლა,რაჭა-ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფელი ნამანევი,3,5,0.6,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ამბროლაურის მუნიციპალიტეტის სოფელ ნიკორწმინდას საჯარო სკოლა,რაჭა-ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფელი ნიკორწმინდა,51,19,2.68,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 22,563.75 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 22,563.75 ""]"
სსიპ - ამბროლაურის მუნიციპალიტეტის სოფელ პატარა ონის საჯარო სკოლა,რაჭა-ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფელი პატარა ონი,14,11,1.27,რეაბილიტაცია (დას),"[""სახელშეკრულებო თანხა"", "" 67,143.60 ""]",,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ამბროლაურის მუნიციპალიტეტის სოფელ ჟოშხის საჯარო სკოლა,რაჭა-ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფელი ჟოშხა,3,7,0.43,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ამბროლაურის მუნიციპალიტეტის სოფელ სადმელის საჯარო სკოლა,რაჭა-ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფელი სადმელი,72,23,3.13,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ამბროლაურის მუნიციპალიტეტის სოფელ ტოლის საჯარო სკოლა,რაჭა-ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფელი II ტოლა,13,13,1.0,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ამბროლაურის მუნიციპალიტეტის სოფელ ურავის საჯარო სკოლა,რაჭა-ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფელი ურავი,30,15,2.0,რეაბილიტაცია (დას),"[""სახელშეკრულებო თანხა"", "" 44,317.10 ""]",,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ამბროლაურის მუნიციპალიტეტის სოფელ ჩორჯოს საჯარო სკოლა,რაჭა-ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფელი ჩორჯო,17,11,1.55,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ამბროლაურის მუნიციპალიტეტის სოფელ წესის საჯარო სკოლა,რაჭა-ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფელი წესი,45,16,2.81,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
